Top temperature (K),Top pressure (bar),Reflux flow (m3/h),Flow to the next process (m3/h),6th tray temperature (K),Bottom pressure (bar),Bottom temperature (K),Butane Content in Bottoms
348.77343,33.79939215,359.4901921,225.0896176,496.1769456,86.3015012,538.6062675,0.24981006
349.655548,33.80574843,362.0314105,230.833917,496.8171644,85.95031232,538.2508875,0.28657896
350.537666,32.55867001,353.5703992,236.5784908,497.4576845,84.37977902,530.523655,0.28333741
350.658632,33.56586746,370.6898281,242.3230646,496.4033507,84.29573912,532.63684,0.27429803
350.755556,32.50666337,355.0494054,240.0476516,488.7987204,81.70875276,524.667045,0.26087677
350.85248,33.99759568,336.7617332,235.8022426,489.2723847,80.197875,520.876325,0.25068054
350.949532,32.85337512,337.1095352,231.5565592,488.4755888,82.48014016,531.68916,0.24193209
351.046458,33.44625209,329.0403181,227.3111502,486.7444616,82.79329622,531.427075,0.23966387
351.143382,34.27438737,339.7761495,269.806949,488.8912172,81.78941852,526.8140775,0.23531832
351.240308,33.34975051,336.8683278,323.7859468,491.0379728,81.15344458,522.8215875,0.22940969
351.33736,31.01341973,348.8609553,328.987385,493.1850297,90.39859798,550.19929,0.22743521
350.858586,33.55431032,355.4415769,322.2055596,494.6731297,88.841867,541.91664,0.2275193
350.050624,32.16399657,382.2835123,464.242428,493.6157714,82.6681561,532.212035,0.22630507
349.242664,33.94674446,372.4658772,429.3986554,486.1861596,76.98166298,516.5471125,0.22951373
348.434702,32.56791582,317.0198684,394.5551572,475.3553492,72.72369332,503.346855,0.23061653
347.626612,30.25874378,259.5377969,343.310232,477.277818,74.47043454,510.1958375,0.23526321
347.900724,31.07698351,218.3103484,268.5157304,479.2005881,77.68311954,515.04228,0.23619675
348.793782,32.71237909,186.1443915,284.753615,481.1230569,80.517012,528.35102,0.23415125
349.686838,31.70807068,180.5052853,300.9912252,483.0455234,81.22322254,531.55725,0.23431943
350.579768,31.60636873,178.9471245,317.2291098,484.9679922,80.13591842,529.4440625,0.23298703
351.472826,32.4927949,189.6179133,333.4669944,486.8904587,79.32404428,521.1106425,0.23863316
352.365882,32.64881531,177.9638758,349.7046046,484.8691474,76.31195058,520.54351,0.24647931
353.516896,31.96405942,171.5176759,351.346722,481.2016479,74.0307595,511.54706,0.2586449
355.26218,31.66762118,116.04384,352.5288372,478.9578622,67.10605794,500.30291,0.27089174
357.007464,31.76874542,92.0670473,353.7109426,477.9322439,69.68154204,505.6362125,0.28541189
358.752748,32.2807229,70.4895347,354.893048,478.2311933,70.05588734,501.75437,0.29806782
360.631588,34.81330701,75.609383,356.0748888,491.2090606,88.88020558,538.4721875,0.31342983
363.358586,34.12298962,179.6009952,458.905348,515.8952389,99.53118662,575.4438475,0.32908941
366.085584,34.1461039,265.0054472,493.7380172,511.4587528,93.26822222,559.9390425,0.34252037
364.537838,33.8849143,336.4648765,447.7603274,506.8031158,83.53876654,534.548255,0.35513709
358.158988,33.7548977,377.3956594,406.3954584,496.7361538,73.51655154,510.02357,0.36842256
351.780136,33.01228457,374.7059171,375.6536032,488.9661811,70.48927568,497.5336375,0.38189897
347.561996,31.95943676,363.8819102,344.9120028,490.0725064,70.73480096,496.942205,0.39076275
348.31946,31.97930038,338.5306381,327.3910238,491.1791353,75.0012045,504.05371,0.39413271
349.076924,32.30210356,315.408131,345.7172296,492.2857619,75.85080472,507.7758675,0.39170141
349.834516,32.36848435,302.4764332,364.043161,493.3845317,80.24234838,513.9878575,0.38504847
350.59198,32.67944129,318.6150585,382.369357,494.2695924,80.78738126,520.4857975,0.3795154
351.349444,32.09581013,330.5336127,400.6952982,495.1546531,76.64458316,510.0747725,0.36736288
350.79944,33.03019799,325.2142952,404.4260014,496.0397138,74.34314822,510.4505475,0.35936158
350.208224,32.97934677,337.2116218,399.8072222,495.3402493,74.75077236,502.12971,0.34929948
349.617006,32.49799576,328.9891817,395.188443,493.9797119,74.50141332,500.5715075,0.33939984
349.02579,32.3708682,338.9553358,390.5696638,493.2799438,73.24909582,507.144515,0.33147756
348.434574,31.22144678,326.8884488,385.9508846,493.1454329,71.66353422,504.3891275,0.32478765
347.843358,32.73607108,331.6418849,381.3321054,493.0109197,75.53657556,506.6442075,0.31921538
347.332658,32.25934224,317.6081232,376.7133262,492.8761052,74.25389374,505.927805,0.31255672
347.332658,31.87680365,317.7246844,372.094547,492.741592,74.50800774,511.130065,0.30585342
347.332658,33.37690974,327.9087366,367.4757678,492.6070811,75.09260616,506.5782525,0.30004514
347.332658,32.5257327,313.096458,362.8569886,492.4725679,74.20512698,506.5782525,0.29327398
347.332658,31.78665884,321.9402475,358.2382094,491.84565,75.04951262,506.5782525,0.28893639
347.332658,33.30698968,334.6331781,251.4290384,490.4618366,72.14998368,500.736395,0.28346866
347.332658,32.30152585,323.9324993,240.5195706,484.856755,68.2685065,493.2313275,0.27873789
347.332658,32.36797867,299.1469273,259.3380108,484.6227944,69.74641216,491.32295,0.27558842
347.332658,31.5878776,294.8665029,278.1564412,484.3885302,69.57894584,489.4145725,0.27204287
347.332658,32.13452601,272.5136682,296.975146,484.1542683,71.14595212,501.3942175,0.26776042
347.332658,32.62685694,270.0047898,315.7935764,483.7891203,75.95416826,507.519855,0.26541095
347.332658,33.08740549,292.0282416,334.6120068,483.404627,75.3579147,508.616805,0.26339669
347.332658,31.85137853,277.6519454,353.4307116,483.0201337,71.79342734,499.8121475,0.26218247
347.332658,32.36797867,294.8200656,372.2491518,482.6356404,71.01897254,500.7311875,0.26227167
347.332658,32.30903755,283.3700151,391.0675822,481.9086679,66.88292272,493.443515,0.26427286
347.332658,31.50466678,258.9303635,398.4629366,480.4550288,69.3140979,492.594335,0.26334442
347.332658,32.30094765,235.1257813,403.0519336,481.3095593,71.96564764,497.9094125,0.26102314
347.332658,31.98312875,228.7307178,407.6409306,482.1637885,69.76067508,492.9340925,0.25757783
347.332658,31.7999496,217.0813794,412.2296532,483.1071887,68.583503,501.4384775,0.25445447
354.528248,32.13972687,223.2816777,416.8186502,484.3945769,70.54187718,500.67695,0.2519709
352.181826,33.41504791,202.6985025,421.4076472,485.6816615,72.61741722,499.8503325,0.25078281
346.849178,32.20444656,231.4424513,425.9966442,486.9687484,73.52866728,502.755855,0.24763331
347.042774,32.91173804,248.8205757,430.5853668,488.2558353,74.60293544,507.87003,0.24413438
348.753842,33.44155691,279.2101013,435.1743638,489.5429222,74.22276306,508.3929025,0.24299643
350.464782,32.19808979,298.0755031,439.7633608,490.8303104,72.82920404,502.6109275,0.2420605
351.60015,32.02300054,310.4586067,444.3523578,491.8417216,72.26423502,500.8882675,0.24214459
352.084902,30.87069008,309.428171,428.689008,485.4972751,69.58814804,489.3507875,0.24101673
352.56978,32.11950212,290.70189,390.1372682,486.1217757,72.18939634,498.57895,0.24210539
353.054532,32.70255557,287.8961549,351.5855284,486.487225,74.18488312,505.763785,0.23976614
353.539284,33.12308778,293.6328348,313.0337886,489.8089218,79.57263696,506.5782525,0.23850759
353.291248,33.07620948,312.5277542,320.7421354,496.5943887,81.69801686,520.0019775,0.23739791
352.214898,33.3653526,344.626782,357.8889374,503.3798533,79.03741878,516.7879375,0.23424841
351.13855,33.89704915,379.960192,395.0357394,494.386874,76.41730744,504.0819125,0.2306688
350.062328,32.07349063,355.3118543,432.1825414,484.7736284,70.09361342,491.2865025,0.22732498
348.985978,31.98659599,337.1743965,469.3293434,481.6976797,66.88997676,490.50588,0.22286182
347.909628,31.33817262,271.3262512,506.4761454,477.4588809,66.58648252,482.1893825,0.21729182
347.189052,31.14401453,221.5379588,547.2448118,484.1905416,71.26710462,498.11292,0.21054172
346.87958,32.36378917,231.7545372,592.1993326,483.4526878,71.80155546,503.8215625,0.20505297
346.570106,32.15648438,199.5556768,637.1538436,482.7743833,71.29670258,497.54709,0.19951706
346.260634,32.08945385,226.5604245,682.1083546,491.306392,74.41829364,505.3033975,0.19483856
345.951162,33.60573925,232.9092418,727.0628656,487.875574,73.15646818,500.8179725,0.19353286
345.641562,32.55867001,246.443669,757.4338006,489.4879062,69.1645744,500.7897675,0.19280101
345.332088,32.5170646,266.8373367,753.7772736,488.8244137,67.71227908,493.8518325,0.19367945
345.022616,32.85568645,268.2973554,750.120482,485.4138472,67.58499276,488.2139175,0.19715174
344.713144,32.28939051,255.2964794,746.4636904,486.8118677,68.70588246,489.6796975,0.20039549
344.40367,33.54333138,277.1558057,742.8071732,488.2101918,71.1511667,495.902535,0.20381807
344.094198,32.94698717,291.0590951,739.1503718,489.6085136,71.94433166,499.718855,0.20825474
343.784598,32.36451143,316.6720615,735.4938546,491.0065364,75.83884284,508.202845,0.21292301
343.475126,32.69042072,327.964381,731.837063,492.4048582,78.74051896,517.6492675,0.21614578
343.165652,33.39677336,352.8956594,728.1802714,492.1926625,73.23866764,506.1417275,0.22080325
342.85618,32.85106379,352.3888083,715.7651512,491.7446915,71.55480322,491.1194425,0.22504369
342.546708,33.00246105,350.948713,647.7603248,490.6812888,71.23812014,487.283595,0.22861023
341.246616,31.38562912,340.1749017,554.0120254,489.5253893,67.53223838,487.283595,0.22954889
339.698744,32.4925058,313.5277364,497.8288312,494.7311656,77.24697152,503.89446,0.23060573
338.151,33.36282469,318.2858716,502.2838034,493.9271155,80.69306606,517.5915575,0.2306688
336.603254,33.47297767,326.9905354,506.7387756,493.1230631,73.19465486,507.12933,0.22748009
335.05551,31.87680365,310.9679078,511.1937478,492.3193143,73.65150636,498.004875,0.2216868
333.507764,31.33073295,300.1625111,515.6489944,486.5667222,66.77771972,486.9256125,0.21938675
331.96002,31.99006323,242.1425666,520.1039666,477.343713,64.15116684,481.442175,0.2128912
330.412274,32.01238273,168.9115962,547.384795,476.3440916,67.36584516,483.098445,0.21049172
339.988374,33.29658796,150.6998789,634.5324122,494.0150767,86.3021137,530.36267,0.20617004
349.915032,33.41100296,206.0533904,758.8639146,515.1292745,99.53317994,561.50983,0.20029322
359.84169,34.8637971,270.7419409,842.2190984,519.4357853,99.86611926,565.5582975,0.19717174
363.540606,33.04002151,341.468732,891.126606,518.1889001,92.05654532,547.18789,0.19466811
360.201278,32.67712996,380.7576915,869.3661666,511.756796,79.96599818,518.9722875,0.19362945
356.861822,30.96603575,378.19335,829.9388066,507.2015126,71.8090701,501.0002175,0.19357206
353.522366,31.44644792,352.2323905,729.6840324,502.9479018,69.56177036,496.205845,0.19264079
350.18291,32.66788415,354.4724304,627.5123194,503.4499803,70.96683066,499.06407,0.19159985
346.843454,32.05651605,334.289889,525.3406064,505.963395,73.45428822,504.874685,0.18693442
343.504126,31.98890732,327.4265129,501.483457,508.476812,79.85849512,517.5728975,0.18006101
341.566646,32.88226748,334.4981929,522.9663702,510.9902267,84.33484504,530.5579325,0.1722671
341.323698,32.77327041,332.5087586,544.4492834,513.5039427,84.99106186,533.4191975,0.16480391
341.080624,32.12932564,377.683113,565.931932,512.6161611,84.75305024,530.7128425,0.15805377
340.837676,32.73896012,354.689569,587.4148452,510.3092013,81.82576378,519.79717,0.15100761
340.594726,32.96027793,346.523719,608.8977682,508.0409298,80.20278186,515.0995575,0.14548704
340.351652,33.0145959,343.1035925,630.3806814,505.9213786,79.3260376,506.8307925,0.14101311
340.108704,31.22144678,331.4510642,650.403424,505.4090237,77.8153137,505.79416,0.13676472
342.243976,32.10390003,322.4758616,668.7761994,505.1257925,79.28432488,512.24003,0.13206804
344.963596,32.71187341,316.6461209,687.148965,504.8428626,80.15156118,512.55766,0.12888446
347.683088,32.81805396,310.6014907,705.521466,506.1441566,81.18917734,522.1607275,0.12535996
350.402708,34.69506413,320.730266,723.8942414,508.1068271,84.22841508,530.80874,0.12301049
353.122202,34.9371844,340.4394233,742.2670168,510.0694976,86.77414834,531.18538,0.12298947
355.841822,34.88055461,368.9041897,760.6395178,511.1292732,83.10798598,522.97476,0.12763899
358.561442,34.40787121,375.5197777,759.223212,510.6846257,82.7015888,524.014865,0.13320613
352.17394,33.73582837,376.4535805,746.4867106,510.2396769,80.22808644,512.8601,0.13886306
350.893312,33.33284845,374.0217791,733.7501994,509.7950317,75.94297274,510.712635,0.14439613
349.61281,33.9178521,364.5028823,724.23241,509.3500829,80.08024952,512.137625,0.15019454
348.33218,34.22469206,362.4160654,715.5052258,508.9051341,78.52597246,512.4821575,0.15352754
347.05155,33.30178882,351.1256226,706.7783062,508.4765084,82.9274837,515.5937925,0.15565145
345.771048,33.64445562,345.9048196,698.0513866,508.4765084,82.74483522,521.8010075,0.15808502
344.49042,33.9912394,357.2225162,685.242865,508.4765084,79.29521268,519.7338175,0.15905571
343.20979,35.00594855,364.7700303,663.0354182,507.2683161,80.09957316,516.32538,0.1570259
341.929288,32.97125687,346.4449466,640.8279616,505.0381326,79.58659216,513.2449875,0.15582191
342.109146,34.15766104,331.3914655,618.6205148,506.1275322,83.24723418,524.08646,0.15689977
342.64783,34.83721558,305.7737951,596.4130582,507.6911987,83.08636228,531.1324425,0.15897936
343.186386,35.05679977,326.4391237,574.2056114,509.2548652,85.14411238,529.3177925,0.16014643
343.72507,34.23393738,353.3919853,551.9981548,510.818534,91.1285794,541.3633925,0.16374195
344.263752,34.59047265,378.4415105,554.0618388,512.3099575,90.82815158,538.732105,0.16572721
344.802436,34.54019963,377.4699189,562.088323,512.0185659,87.76054284,538.149785,0.17041593
345.34112,34.18077483,376.4701278,570.1147974,511.7268707,88.98648266,538.96512,0.17346315
345.879802,33.59728822,379.2089338,578.1412816,511.4351755,88.58805974,532.398185,0.17910644
346.418486,34.10449849,374.6547807,586.167756,511.1434803,85.43242446,529.4497025,0.18149569
339.618736,32.4598571,368.214598,594.1939658,509.2675612,82.5371889,522.5022225,0.18378762
334.296392,34.00843056,335.671885,602.22045,504.5094546,76.33986196,520.2957425,0.1803968
336.627804,33.58493679,314.654805,610.2469244,505.2155684,81.22460336,522.954365,0.17917782
338.959342,32.99552657,295.2374329,618.2734086,505.9216822,82.15502222,522.6098325,0.17708993
341.290754,33.55662165,283.6065185,626.299883,506.6274947,87.0532592,531.3216325,0.17474188
343.622166,34.09453042,283.9637236,638.8008316,507.3336085,85.48732602,533.3888225,0.17356544
345.953706,34.72915735,292.6495861,656.359178,508.0394187,86.69470954,535.7654,0.17585525
348.285116,33.15595306,302.7176406,673.9175244,508.7455325,87.14113286,529.1030025,0.17719732
350.616656,34.1461039,316.3137343,691.4758806,509.451345,86.3619231,539.222,0.17911724
352.948068,35.21050885,341.1581504,709.034227,510.1574588,86.3619231,529.7287125,0.18144853
353.642314,34.15823875,344.5527087,708.3873976,510.8635726,85.64145062,529.5989725,0.18364856
353.399874,33.84944859,361.1690497,687.1660268,511.0957208,82.84635734,523.1162175,0.18369064
353.157562,34.38880188,364.5357809,665.9443914,509.4978947,81.53131788,519.987225,0.17817064
352.915124,33.91091762,360.9834916,644.7230206,507.8997673,80.07856294,518.154785,0.17033184
352.672684,33.54044185,349.87184,623.5013852,506.3016422,78.84280842,516.7862025,0.16240953
352.430372,33.49999235,342.3685043,602.2800144,504.7038161,75.57920948,512.9117375,0.15332584
352.187932,33.21821687,327.7604038,581.058379,503.1056887,76.99270464,513.3469575,0.14428077
351.94562,33.63470413,311.6133162,559.8370082,501.5075636,77.1764272,513.78218,0.13868749
351.70318,33.89704915,306.3118543,554.524291,503.519806,79.72599422,514.9754575,0.13306465
351.460742,34.39631407,302.2075898,585.8461004,506.0743309,80.51685814,520.9800325,0.13185554
351.036154,34.49339336,306.9495599,617.167655,508.6285522,83.01551122,526.217005,0.13306465
350.507266,34.67368347,322.7843754,648.4891998,509.8838991,84.63281894,531.12333,0.13423683
349.978504,34.96304317,345.2682459,679.8107446,510.6039187,85.44714602,523.2932575,0.13543515
349.449614,33.92290841,350.0528852,711.1325638,511.2093753,82.34349876,523.88382,0.13543288
348.920726,34.55580172,375.2345781,729.45091,508.9752611,81.78497128,524.47482,0.13637665
348.391836,34.59220627,366.4603539,717.4289266,507.0026155,77.99980262,510.3359925,0.13661813
347.862946,33.48670159,353.6978629,705.4072176,505.4655485,78.28612138,513.7826125,0.13540674
347.334184,33.68663874,369.7543299,693.3852244,503.9281802,78.23980756,506.4107575,0.13425274
346.805296,32.92148953,356.9301724,681.363241,502.3911132,75.9813123,507.55023,0.1307254
346.123132,35.15676859,362.9127637,669.2640924,500.8540439,75.51234506,503.9322125,0.12072351
345.2676,33.98603854,346.5406387,657.078302,498.8028073,68.82703496,486.40491,0.1105591
344.412066,32.80888018,326.4896966,644.8922372,494.7656242,74.54189908,496.9309225,0.09715601
343.556532,33.18910744,331.7447212,632.7061822,500.3982138,77.32180922,507.1119725,0.08692571
342.700998,33.93229828,334.5797877,620.5201174,499.1289634,75.1996496,503.737815,0.07927329
341.845464,33.27231826,332.9590245,608.334327,496.6409384,72.21424032,495.05726,0.0746607
341.676672,34.29750116,327.9134357,598.474302,494.2535729,71.74956744,498.773345,0.07023902
341.847754,34.76960685,320.627807,603.3768304,494.3554376,78.65387226,505.7624825,0.0679671
343.104598,32.41882989,331.7347546,608.2793588,494.4573046,79.05566834,514.596645,0.06679066
344.361568,33.52137301,319.4180166,585.9408664,494.5588703,74.22230246,504.4919675,0.06795772
345.618412,34.53095382,309.2706262,440.5642462,494.660735,72.656677,493.69649,0.0691799
346.875254,34.3824456,295.260556,409.9962136,494.762602,72.21700098,495.2468825,0.07574924
347.2005,32.45696806,292.2277108,379.4284358,494.8641677,76.95850558,506.1139575,0.08375438
346.992786,34.47143499,296.9719349,377.2705346,494.9660324,77.26905484,505.384105,0.09157523
346.785072,34.68820217,301.5277785,408.6367576,495.0678994,75.91950958,504.6546875,0.09724239
346.577356,34.12067829,308.3244117,492.1286612,495.1694651,74.94522984,498.378045,0.1027993
346.369642,34.58469408,324.7504955,509.0612972,495.2713321,75.95462788,498.6180025,0.10739655
346.161928,33.61736842,340.2352501,525.9939332,495.3731968,69.55762986,499.6472575,0.11051422
345.954214,33.69812336,343.8292776,542.9263046,496.8458799,73.4904806,500.676515,0.11412281
345.7465,34.9776339,369.099146,559.8589406,496.7195294,73.27317344,501.7057725,0.11848142
345.538786,34.99301941,374.9067044,562.0444582,495.6745658,72.15151738,497.5878775,0.12078885
345.33107,34.89622922,376.5609297,563.4992192,493.7545166,72.70529088,491.0044525,0.12281104
345.123356,32.67655225,379.6148302,564.9539704,490.3581572,67.7972392,485.3999525,0.12623327
344.915516,33.73163887,371.7131196,566.4087314,487.0808918,69.26533016,481.5775575,0.12631738
344.745706,34.69333051,376.4543351,567.863757,483.6790929,70.34419942,484.23488,0.12514234
344.577042,34.10038151,373.5993403,569.318518,480.1415687,70.37180406,485.6850375,0.12185365
344.408376,33.54333138,368.9419785,570.7732692,476.6043504,67.37397328,487.23196,0.11721719
344.239712,34.03573385,362.7085954,572.2280302,473.0668285,67.06373076,475.1164975,0.11292449
344.071174,33.65016167,333.1120564,573.6827814,471.9018601,68.29120428,478.2307375,0.11061138
343.90251,33.79303587,340.5854972,575.1375424,472.7669706,69.11810672,487.623355,0.10816474
343.733846,34.59682893,329.7498332,576.5923034,473.6320811,68.16146306,491.48003,0.10943635
343.565308,34.55637943,339.9707334,578.0470546,474.4971916,71.57826736,494.306145,0.11168924
343.396644,35.01064373,339.7992775,524.2483866,475.2876418,70.87282318,497.5219225,0.11608706
343.22798,34.83317063,353.8277717,468.5446966,476.0137058,72.63750722,496.7104925,0.12393606
343.059442,34.17911373,376.6906523,462.0209052,476.7400711,76.22300382,499.19121,0.13416865
342.890778,35.05275482,372.8369934,468.0064414,477.617574,78.61323264,505.9512375,0.14399725
342.722114,34.3601261,376.9969072,473.9919874,488.1718025,78.229839,506.4111925,0.15308721
342.553576,32.76843068,377.6460788,479.9775236,485.3766677,73.84197622,496.31953,0.1578282
342.384912,34.2033114,376.3847747,487.5044626,482.5815329,72.2163875,498.5980425,0.15975835
342.216246,33.35379546,384.0783676,504.8137224,479.8051385,71.87225364,495.659105,0.15866742
342.04771,33.09954034,381.8291157,522.1229724,477.4981764,69.14387092,486.97855,0.1542696
341.879044,33.38160492,372.6700504,539.4324968,475.190913,70.20985906,486.5498375,0.14990589
341.71038,33.55026537,363.0424863,556.7417566,474.305551,71.23275268,498.2439625,0.14519614
334.905798,34.86148577,340.049692,574.0510066,474.0132509,72.33109846,497.185635,0.13957102
341.585726,35.1163186,345.2575296,591.360531,473.7209508,71.44254618,495.2130375,0.13639768
341.282614,33.25613846,332.4025364,599.8256338,473.428952,70.38575926,496.2991375,0.13412434
340.9795,32.62945688,314.1120467,606.1182138,473.1366542,72.48414898,497.30583,0.13056802
340.67626,33.08545529,310.0775288,612.410784,472.8443541,70.6159495,494.94878,0.13061006
340.373148,33.68895007,282.0946088,618.703364,472.5523553,71.16420168,490.5171625,0.13178736
340.070036,32.75513992,259.1807829,624.9959342,472.2600552,69.48463162,489.1542225,0.13295215
341.253358,33.23822504,257.1215971,631.2882398,472.5798633,70.5056848,499.825165,0.13644768
342.483616,33.2104881,242.0730062,635.6516996,473.9325439,70.73004698,487.283595,0.13970277
343.713876,33.6184523,224.5337698,639.5408002,475.2849209,67.50264042,487.283595,0.14314724
344.944134,33.42082648,215.1938455,643.4301752,476.6372979,63.95762958,487.283595,0.1474513
346.174394,34.17441855,243.436392,647.3192758,477.9896749,66.8139121,487.283595,0.14984282
347.404652,35.73115394,281.0466899,651.208641,480.3141676,70.4602912,487.283595,0.15307639
348.634784,36.8100771,325.5899243,655.0977416,483.4708256,71.79833518,489.53477,0.15538155
349.865042,37.81496322,380.9896869,658.9871166,486.6274813,73.81774572,497.3605025,0.15759467
351.095302,37.72568522,404.2281966,662.8762074,489.7838334,73.23805416,496.95045,0.15852026
352.32556,33.83110201,402.6788754,666.7655824,492.9404891,68.82979562,489.39765,0.15853105
351.195662,32.49626214,405.4524616,670.6549476,489.6115381,61.5502243,478.72801,0.15773103
347.3076,33.84850975,400.3745377,674.5440482,485.3086544,64.2973162,473.07274,0.15427698
343.41954,34.61777643,388.7853615,678.4334232,481.0060766,60.44927172,468.8481,0.14863541
340.08657,35.1163186,393.7429659,682.3225238,477.7548081,61.80617776,468.2853075,0.14256542
340.276732,34.57992687,392.388601,686.211889,478.5676258,65.0279111,481.0815875,0.13515334
340.466892,33.62943124,402.7535122,703.3540882,479.3807448,66.68907872,491.41798,0.12619804
340.656926,33.23822504,405.1603089,751.4195602,480.1935602,70.50062408,493.07208,0.12146841
340.847088,32.15648438,406.3477259,744.8673292,481.0066792,70.47194634,495.40483,0.11844278
341.037122,32.86421,406.5005716,610.8726348,481.8198005,67.6806878,489.191105,0.11445577
341.227282,33.57800231,407.8502374,476.8784892,477.8932497,62.53938044,476.7948975,0.11121424
341.417444,34.757472,386.3877768,472.7346082,472.0774812,61.5842695,475.52742,0.10903238
341.607478,34.3824456,387.134331,473.0687196,468.809287,65.26224086,478.325765,0.10616982
341.87561,34.16560639,358.5255585,473.4025566,474.5748764,71.88682232,489.2505525,0.10228224
342.18839,34.1461039,383.0302576,473.736668,477.2306634,69.1861981,496.5173975,0.09897253
342.50117,33.94154409,390.2416219,474.070505,478.8786663,71.40804038,492.987465,0.09539063
342.81395,33.71329229,361.5260637,474.404342,480.5266669,74.31477722,497.6199875,0.09388039
343.12673,33.17177173,379.0280797,474.7384534,482.7468753,73.79780958,497.6199875,0.09383323
343.43951,34.05711451,402.1043406,475.0722904,484.0131058,72.51926826,495.9511325,0.0972992
343.75229,34.58816132,404.3071552,475.4064018,477.8612084,67.60324232,479.84188,0.10482433
344.06507,33.92233021,396.5022686,475.7402388,472.6759872,63.00896018,469.40612,0.11716263
344.37785,32.62281199,348.1606473,476.0740758,469.4235089,61.25516492,466.80651,0.12827479
344.69063,34.08485145,372.7952601,476.4081872,471.9997987,66.9413513,482.8059825,0.13456014
344.582766,35.01230532,347.242451,476.7420242,473.1411875,71.16312858,490.728915,0.13772213
343.506416,34.47952489,374.1078868,496.8644034,477.1321222,69.63200794,497.4412125,0.13923921
342.430066,34.38757394,382.7967579,521.9337148,481.7523921,69.11933368,486.9672675,0.13891931
342.810006,32.23622845,352.663664,547.0033006,474.7928175,60.8185563,468.699265,0.14008524
346.58766,31.56823056,310.7313995,572.072612,469.4963568,65.1785077,476.947205,0.13941819
339.505784,32.92560651,296.466397,585.1202144,469.7956098,67.00131456,485.2467775,0.13787271
341.364402,32.97616863,255.2805005,584.5808714,470.0945592,68.68364528,488.3605825,0.13671642
343.223018,32.36797867,232.3666697,584.0415382,470.90254,70.15725756,495.5480225,0.13648177
345.081636,33.05157865,203.9524762,583.5024598,464.3165774,66.78139962,491.742985,0.13829259
346.940252,31.8895167,174.7097564,582.9631266,471.6038169,65.90465536,488.3388875,0.14218504
348.79887,32.35497701,126.1588904,582.4237836,472.0517879,67.53714524,487.6506925,0.14829903
350.657486,32.78229915,126.5662911,581.8844406,472.1261492,67.9018297,490.381345,0.1563793
352.516104,33.18217345,102.3905927,581.3450976,471.5708694,66.79029508,494.374705,0.16679183
354.37472,33.94226635,91.5919678,580.806029,471.0152883,67.8529081,492.79654,0.17806153
356.233338,33.74854142,133.2350882,580.2666958,469.1082364,66.61362656,489.833305,0.19065725
358.091954,35.51041433,132.8758153,579.7273528,464.9214291,69.62265286,493.377125,0.20316201
359.95057,33.67385366,139.83432,579.1880098,476.9072282,72.45639146,497.4255925,0.21484121
361.809188,33.77353338,160.6553167,578.6486668,479.124718,75.34993946,511.95538,0.22760736
359.777582,32.52399908,184.5074632,578.1093336,479.564225,76.07716022,511.8052425,0.24111786
357.600206,33.89704915,196.6809448,577.570265,480.0034307,68.53642282,499.9627175,0.25508404
355.422958,34.61820959,218.0877561,577.030922,478.7910064,66.348319,486.095525,0.26743372
353.245584,33.87660782,206.0394793,576.491579,474.7922126,62.86572436,478.7705325,0.27794585
351.068208,32.91087123,172.2644163,575.952236,470.7931175,65.69654942,479.3554575,0.28534826
348.890834,34.66559357,197.2282209,575.4129028,473.333433,66.8566989,493.2057275,0.2888398
346.713458,32.78034895,145.7377616,574.8738244,469.726389,62.26517644,485.453325,0.2897313
344.53621,34.04541282,139.3519101,574.3344912,472.7382551,65.56527548,487.283595,0.28890116
346.593892,34.35658683,141.1048361,573.7951482,465.3210357,67.8121156,489.0158025,0.28775512
349.710498,41.25260918,175.6174275,573.2558052,466.8100419,65.9750468,488.8309525,0.28591249
355.148466,45.65794193,181.1961902,576.6637748,449.9364576,64.59559684,490.98406,0.28489254
363.23953,30.6946615,201.5828999,605.7288696,486.782246,71.40619994,509.3878775,0.28569427
363.149218,30.87877998,237.9965639,667.3279358,488.2464651,75.78394128,523.0845425,0.28621703
353.812506,32.8187037,259.9181251,697.8532012,465.7037166,62.67770842,489.80727,0.28732899
344.475792,35.37519687,251.6355228,699.9558696,450.9916976,55.38786278,464.796595,0.29161938
335.139078,35.20819703,252.8597878,702.058538,439.6557888,54.6210755,453.1797075,0.29866838
325.802364,35.08453671,257.2562099,704.1614808,429.9146793,46.55953572,442.70316,0.30539749
329.111038,36.35993027,254.107367,706.2641492,418.6546406,51.0041405,446.0855625,0.31094931
332.818224,34.04252378,201.7729709,705.9563018,417.4213599,52.49569462,452.85991,0.31411984
343.27924,34.43214091,138.8582155,700.0240972,448.668716,73.60043856,499.00419,0.31760229
361.459394,35.04943213,206.5542292,694.092167,486.3224852,91.05604078,549.48636,0.32310919
359.533488,36.17689518,240.4311877,688.1599624,486.8167046,85.01299132,541.0323125,0.33220653
357.607584,35.3688401,304.3641582,682.2280322,487.310924,82.31037378,523.7440975,0.34671648
355.68168,37.24751186,350.21043,676.2958276,485.8860004,77.15204284,519.403605,0.36338213
353.755774,36.84994938,393.5248865,670.363623,483.6600489,76.99791824,509.4035,0.37784205
351.82987,36.91351316,398.315543,664.4316928,481.4340974,74.37857424,503.6905175,0.38923376
349.903966,33.88433659,400.5275696,658.4994882,476.9679873,67.73727692,492.477175,0.39713789
